Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1qpBKwKnXyB4Bac3YfOOrp,"on and on","on and on","Uwe Felchle Project",2021-12-18,261816,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:47Z,"","FUNKY MOOSE RECORDS",0.628,0.719,0,-9.774,0,0.039,0.0394,0.0106,0.143,0.893,83.049,4
spotify:track:3BlbrBH5sAOtWiMHzLFdrR,"may I, Sir","may I, Sir","Uwe Felchle Project",2021-12-18,192000,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:49Z,"","FUNKY MOOSE RECORDS",0.776,0.563,9,-10.801,0,0.0316,0.0596,0.597,0.106,0.837,110.015,4
spotify:track:756gCEggvqMRmH4WmSVT2L,"Case 11b","Case 11b","Uwe Felchle Project",2021-12-17,123057,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:51Z,"","FUNKY MOOSE RECORDS",0.868,0.791,7,-10.57,1,0.0461,0.479,0.141,0.0899,0.942,119.979,4
spotify:track:0Ut5e4I0ay7CmYZadfeyqV,"Alicia`s Dream","Alicia`s Dream","Uwe Felchle Project",2021-12-17,172801,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:53Z,"","FUNKY MOOSE RECORDS",0.774,0.559,9,-9.781,0,0.0589,0.0017,0.829,0.0603,0.826,100.011,4
spotify:track:3nt11frQ6EX4mjijlbTinX,"me `n my upright bass","me `n my upright bass","Uwe Felchle Project",2021-12-16,70112,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:55Z,"","FUNKY MOOSE RECORDS",0.867,0.325,8,-10.93,1,0.119,0.179,0.48,0.158,0.785,88.971,4
spotify:track:2WbIWUpvztFdnF6HPGuqHp,"Charles Mc Graw - Radio Edit","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,217358,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:57Z,"","FUNKY MOOSE RECORDS",0.73,0.733,7,-10.911,0,0.149,0.0767,0.0000368,0.165,0.944,170.052,4
spotify:track:6keIDyknsUaTw3aOqRl9Qr,"Say you`re thinking of me","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,204270,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:57Z,"","FUNKY MOOSE RECORDS",0.806,0.411,2,-17.435,1,0.0835,0.0329,0.0145,0.081,0.541,100.02,4
spotify:track:45KRtrE8xoTxmbolxTe3Ed,"Chasin`a Rock","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,201039,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:57Z,"","FUNKY MOOSE RECORDS",0.919,0.509,2,-14.709,1,0.06,0.0459,0.0000802,0.0377,0.962,98.06,4
spotify:track:2WbIWUpvztFdnF6HPGuqHp,"Charles Mc Graw - Radio Edit","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,217358,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:59Z,"","FUNKY MOOSE RECORDS",0.73,0.733,7,-10.911,0,0.149,0.0767,0.0000368,0.165,0.944,170.052,4
spotify:track:6keIDyknsUaTw3aOqRl9Qr,"Say you`re thinking of me","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,204270,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:59Z,"","FUNKY MOOSE RECORDS",0.806,0.411,2,-17.435,1,0.0835,0.0329,0.0145,0.081,0.541,100.02,4
spotify:track:45KRtrE8xoTxmbolxTe3Ed,"Chasin`a Rock","Villa Tapes","Uwe Felchle Project;Andre Dee",2021-12-16,201039,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:13:59Z,"","FUNKY MOOSE RECORDS",0.919,0.509,2,-14.709,1,0.06,0.0459,0.0000802,0.0377,0.962,98.06,4
spotify:track:2nUGQdyEZXRDTBGsdm5C23,"Time to activate","Time to activate","Uwe Felchle Project",2021-12-15,240053,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:01Z,"","FUNKY MOOSE RECORDS",0.712,0.567,5,-13.25,1,0.13,0.0378,0.84,0.0832,0.169,123.934,4
spotify:track:573uieaCTjwm7Hu5GmJeVE,"The Chase of Dr. Pink","The Chase of Dr. Pink","Uwe Felchle Project",2021-12-15,242285,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:03Z,"","FUNKY MOOSE RECORDS",0.778,0.616,1,-9.105,1,0.0508,0.00728,0.878,0.102,0.611,104.983,4
spotify:track:1MXk6nSfIP9S3VXd0Fp57h,"SeaView","SeaView","Uwe Felchle Project",2021-12-15,94343,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:05Z,"","FUNKY MOOSE RECORDS",0.621,0.0161,9,-30.944,1,0.0429,0.92,0.944,0.105,0.269,104.62,3
spotify:track:0DApO0b5KDZcxMJE24Sz91,"Phase 5","Phase 5","Uwe Felchle Project",2021-12-15,265896,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:06Z,"","FUNKY MOOSE RECORDS",0.814,0.182,9,-20.761,0,0.101,0.0287,0.852,0.0885,0.485,130.078,4
spotify:track:06YaO9BmdxxvF577POBUsB,"Mehr von Dir","Mehr von Dir","Uwe Felchle Project;Chriss",2021-12-15,206410,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:09Z,"italo disco,disco","FUNKY MOOSE RECORDS",0.676,0.62,11,-10.454,0,0.0364,0.0563,0.111,0.487,0.499,100.016,4
spotify:track:25wJD81QwDzbgUnyMVfuw3,"Lipstick loving Robot","Lipstick loving Robot","Uwe Felchle Project",2021-12-15,264406,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:10Z,"","FUNKY MOOSE RECORDS",0.742,0.848,7,-7.282,1,0.0397,0.0528,0.873,0.127,0.608,118.008,4
spotify:track:2clgNmmdzeudy2XpfVXRDM,"Summertime","Summertime","Uwe Felchle Project",2021-12-14,206007,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:13Z,"","FUNKY MOOSE RECORDS",0.82,0.783,8,-2.945,0,0.0773,0.205,0.581,0.283,0.94,96.034,4
spotify:track:2xgWOaZtpfqugA5AvWV8PP,"in another time","in another time","Uwe Felchle Project",2021-12-13,224828,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:15Z,"","FUNKY MOOSE RECORDS",0.694,0.653,7,-9.878,1,0.0405,0.0126,0.00133,0.0639,0.789,129.997,4
spotify:track:2IY0HNOolMynmNJighIagy,"Yippieyayayyy","Yippieyayayyy","Uwe Felchle Project",2021-12-12,232384,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:17Z,"","FUNKY MOOSE RECORDS",0.64,0.843,9,-6.216,1,0.221,0.0779,0.00000277,0.136,0.65,126.02,4
spotify:track:3QkmoMKXepyPS4JyaXnCYE,"Unknown Force","Unknown Force","Uwe Felchle Project",2021-12-11,160000,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:19Z,"","FUNKY MOOSE RECORDS",0.536,0.381,9,-9.585,0,0.0293,0.484,0.176,0.39,0.174,119.888,4
spotify:track:2XK7ZkETiIL0SPlmjYabR1,"In and Out","In and Out","Uwe Felchle Project",2021-12-11,415200,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:21Z,"","FUNKY MOOSE RECORDS",0.788,0.523,7,-12.584,1,0.0808,0.2,0.838,0.102,0.167,111.013,4
spotify:track:4VtfatqME2IOJ8SRy1NqJB,"Trippin`on Champagne Mix","Keep trippin`on","Uwe Felchle Project",2021-12-10,376919,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:23Z,"","FUNKY MOOSE RECORDS",0.712,0.913,11,-8.517,0,0.0986,0.151,0.0376,0.137,0.272,122.973,4
spotify:track:1Ar4SsJI9UW2hVmPlFvz6H,"Trippin`on Floor Mix","Keep trippin`on","Uwe Felchle Project",2021-12-10,242754,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:23Z,"","FUNKY MOOSE RECORDS",0.79,0.724,11,-9.108,0,0.0832,0.0615,0.00238,0.123,0.751,121.026,4
spotify:track:6yjDNaeTVy36yIHvKbydy2,"Trippin`on Electro Mix","Keep trippin`on","Uwe Felchle Project",2021-12-10,233925,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:23Z,"","FUNKY MOOSE RECORDS",0.691,0.853,6,-9.686,0,0.0469,0.377,0.0198,0.147,0.665,120.593,4
spotify:track:6xwazFTlPLLJHAWNCH4Mk3,"Die ganze Nacht, Baby","Die ganze Nacht, Baby","Uwe Felchle Project",2021-12-10,153401,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:25Z,"","FUNKY MOOSE RECORDS",0.57,0.561,9,-9.323,0,0.126,0.0354,0.00000147,0.148,0.559,111.882,3
spotify:track:2oB9f2VlgcJphDE03sN5HC,"Ride my pony!","Ride my pony!","Uwe Felchle Project",2021-12-09,126383,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:27Z,"","FUNKY MOOSE RECORDS",0.749,0.944,7,-4.668,0,0.0394,0.0816,0.273,0.069,0.969,134.918,4
spotify:track:5U95vRS5yFknxjzbayDiSp,"No feelin `s","No feelin `s","Uwe Felchle Project",2021-12-09,238758,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:30Z,"","FUNKY MOOSE RECORDS",0.662,0.748,0,-11.12,1,0.207,0.00421,0.000107,0.111,0.746,96.969,4
spotify:track:4lCZnbfBm8sPCdyouqQ1yz,"Andromeda","Hal `s Dreams","Uwe Felchle Project",2021-12-09,161632,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:33Z,"","FUNKY MOOSE RECORDS",0.416,0.212,4,-22.264,1,0.0653,0.607,0.886,0.089,0.156,196.025,3
spotify:track:52WT1mAkon4Pc4lEhv4ldZ,"Sunwind","Hal `s Dreams","Uwe Felchle Project",2021-12-09,142608,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:33Z,"","FUNKY MOOSE RECORDS",0.332,0.162,11,-21.828,1,0.0359,0.00161,0.792,0.149,0.0715,138.087,4
spotify:track:3H8SesleDyFdLremgZdmd4,"I wished, I `d have a heart","Hal `s Dreams","Uwe Felchle Project",2021-12-09,224000,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:33Z,"","FUNKY MOOSE RECORDS",0.676,0.106,0,-27.21,0,0.0338,0.82,0.93,0.1,0.489,119.971,4
spotify:track:0zK6oiAvuy0gftdfa0qjrf,"Glow","Hal `s Dreams","Uwe Felchle Project",2021-12-09,175199,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:33Z,"","FUNKY MOOSE RECORDS",0.341,0.0555,4,-34.622,0,0.0398,0.664,0.862,0.112,0.0332,199.849,4
spotify:track:3UFLyYYzvSPYa64nwH3Kaa,"Lightspeed","Hal `s Dreams","Uwe Felchle Project",2021-12-09,269538,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:33Z,"","FUNKY MOOSE RECORDS",0.507,0.313,10,-26.19,1,0.035,0.887,0.975,0.365,0.584,130.014,4
spotify:track:1aNIQliYUJq3zZoNO5aDWe,"lonely","Hal `s Dreams","Uwe Felchle Project",2021-12-09,290232,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:33Z,"","FUNKY MOOSE RECORDS",0.601,0.127,1,-37.902,1,0.0428,0.865,0.921,0.103,0.19,172.066,4
spotify:track:33QkVNsOlygosnHwiZeKKZ,"Arriving","Hal `s Dreams","Uwe Felchle Project",2021-12-09,103728,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:33Z,"","FUNKY MOOSE RECORDS",0.264,0.0866,4,-35.952,0,0.048,0.603,0.935,0.103,0.25,117.916,4
spotify:track:0wjMvNlJayEr3Fo5AuclFs,"Gotas de armor","Gotas de armor","Uwe Felchle Project",2021-12-09,375405,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:35Z,"","FUNKY MOOSE RECORDS",0.577,0.846,5,-13.608,0,0.0429,0.00145,0.737,0.0896,0.342,142.136,4
spotify:track:14ojpG9nTQ4dkXyGY8ywOT,"...had to kill a man","...had to kill a man","Uwe Felchle Project",2021-12-09,224571,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:37Z,"","FUNKY MOOSE RECORDS",0.682,0.437,6,-13.183,0,0.0776,0.00279,0.345,0.272,0.736,139.984,4
spotify:track:05a8fYK6fD66nzmFUBW9sf,"Money","Money","Uwe Felchle Project",2021-12-08,217541,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:38Z,"","FUNKY MOOSE RECORDS",0.683,0.748,0,-8.239,1,0.0412,0.0575,0,0.38,0.868,98.474,4
spotify:track:5tfyhf061vX9FfIY3SB3DL,"Feel the beat","Feel the beat","Uwe Felchle Project",2021-12-08,223203,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:40Z,"","FUNKY MOOSE RECORDS",0.665,0.67,5,-8.149,0,0.115,0.118,0.00433,0.235,0.715,161.863,4
spotify:track:5nZF6wx5OkP5rbonct1yQW,"Bang Bang","Bang Bang","Uwe Felchle Project",2021-12-08,219104,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:41Z,"","FUNKY MOOSE RECORDS",0.525,0.466,9,-10.899,1,0.0267,0.00268,0.795,0.194,0.645,178.025,4
spotify:track:5nZF6wx5OkP5rbonct1yQW,"Bang Bang","Bang Bang","Uwe Felchle Project",2021-12-08,219104,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:43Z,"","FUNKY MOOSE RECORDS",0.525,0.466,9,-10.899,1,0.0267,0.00268,0.795,0.194,0.645,178.025,4
spotify:track:23QkL2Mu8VV96iU3U0qAtp,"Ich verspüre Lust zu tanzen","Ich verspüre Lust zu tanzen","Uwe Felchle Project",2021-12-06,276262,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:45Z,"","FUNKY MOOSE RECORDS",0.889,0.271,2,-13.142,1,0.171,0.000103,0.883,0.0912,0.462,115.986,4
spotify:track:3l6ED9bTp9YguWvGET7DrC,"Dad","Dad","Uwe Felchle Project",2021-12-05,127999,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:50Z,"","FUNKY MOOSE RECORDS",0.381,0.0482,2,-20.2,1,0.0355,0.967,0.908,0.111,0.257,91.227,4
spotify:track:4tN00Zy6w3SBimVDiNb6il,"Callin` YOU","Callin` YOU","Uwe Felchle Project;Hubert Tubbs",2021-12-05,246961,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:52Z,"","FUNKY MOOSE RECORDS",0.819,0.473,10,-9.41,0,0.113,0.0976,0.00156,0.745,0.853,99.497,4
spotify:track:2wiXpNXduNoubLEx1g8aSN,"Wild zivilisiert","Wild zivilisiert","Uwe Felchle Project",2021-12-04,210871,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:53Z,"","FUNKY MOOSE RECORDS",0.826,0.42,2,-10.257,1,0.111,0.00758,0.566,0.103,0.145,92.982,4
spotify:track:11AuETE8CVlUoLK46KNI71,"Turkish Honey","Turkish Honey","Uwe Felchle Project",2021-12-04,284165,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:55Z,"","FUNKY MOOSE RECORDS",0.586,0.771,7,-9.664,0,0.184,0.257,0.794,0.0598,0.825,199.904,4
spotify:track:5FLFT1YoRvI8BzDV0JTbeP,"I`ll be your Valentino","I`ll be your Valentino","Uwe Felchle Project",2021-12-04,203593,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:57Z,"","FUNKY MOOSE RECORDS",0.655,0.689,1,-11.057,0,0.0477,0.000548,0.618,0.688,0.971,125.007,4
spotify:track:6QH7f6CUYzoc5r2DMl1Txr,"Trow`em Down!!","Trow`em Down!!","Uwe Felchle Project",2021-12-03,216037,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:14:59Z,"","FUNKY MOOSE RECORDS",0.633,0.882,9,-7.393,1,0.0404,0.0149,0.383,0.501,0.0646,100.022,4
spotify:track:0NH10wjefsyeBJcudf8sDN,"Funky Rhythm of Glory","Funky Rhythm of Glory","Uwe Felchle Project;Brent Carter;Hubert Tubbs",2021-12-03,196386,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:01Z,"","FUNKY MOOSE RECORDS",0.682,0.74,7,-9.454,1,0.0881,0.12,0.0425,0.148,0.801,86.004,4
spotify:track:2leyms3Gu36sCDDa0WB7gQ,"RED CORN","RED CORN","Uwe Felchle Project",2021-12-02,213366,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:05Z,"","FUNKY MOOSE RECORDS",0.32,0.158,9,-18.945,0,0.0349,0.702,0.432,0.0845,0.178,56.445,4
spotify:track:4LADnaNVyvukCIBpGOduqT,"Love is moving on","Love is moving on","Uwe Felchle Project",2021-12-02,210187,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:07Z,"","FUNKY MOOSE RECORDS",0.536,0.546,2,-9.804,1,0.0256,0.331,0.00000918,0.634,0.654,145.988,4
spotify:track:1iEonQe1kRY8iXKUNwxK94,"Je t `aime","Je t `aime","Uwe Felchle Project",2021-12-01,190014,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:08Z,"","FUNKY MOOSE RECORDS",0.846,0.472,11,-15.343,0,0.178,0.000953,0.84,0.122,0.692,123.99,4
spotify:track:59W97KjJlvsUELierqEJq8,"One Road","One Road","Uwe Felchle Project",2021-11-30,254240,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:10Z,"","FUNKY MOOSE RECORDS",0.665,0.403,7,-13.877,1,0.0424,0.506,0.000536,0.565,0.69,129.98,4
spotify:track:5ifI7XybgRsvBEdg4Xi1zb,"Rabbit Eyes","Rabbit Eyes","Uwe Felchle Project",2021-11-29,174315,0,true,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:16Z,"","FUNKY MOOSE RECORDS",0.725,0.507,2,-13.217,0,0.0453,0.0908,0.0445,0.129,0.558,95.009,4
spotify:track:3JLx8DKJKyTxC2k0vtjrsl,"Keep the sunshine in your heart","Keep the sunshine in your heart","Uwe Felchle Project",2021-11-28,176336,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:18Z,"","FUNKY MOOSE RECORDS",0.718,0.723,5,-10.756,0,0.0399,0.000202,0.0264,0.389,0.95,134.292,4
spotify:track:4PXwR20xguaU9klxUegdeI,"Let`s get down","Let`s get down","Uwe Felchle Project;Darius Gall",2021-11-25,227858,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:19Z,"","FUNKY MOOSE RECORDS",0.657,0.73,7,-9.94,1,0.0441,0.0311,0.00000823,0.0944,0.722,112.968,4
spotify:track:6b6fcd4u0xuSX86HHXSnvv,"PARTY","PARTY","Uwe Felchle Project",2021-11-24,206399,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:21Z,"","FUNKY MOOSE RECORDS",0.705,0.677,1,-10.627,1,0.0279,0.125,0.272,0.196,0.685,99.982,4
spotify:track:3shjC0stVT1YThJcdWjmT3,"Prove it, Baby!","Ojine","Uwe Felchle Project",2020-11-20,296000,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:23Z,"","FUNKY MOOSE RECORDS",0.714,0.755,1,-10.031,1,0.0506,0.0266,0.254,0.122,0.709,120.012,4
spotify:track:6gc3VMTuMZXAg2NPn5EsaZ,"Precious","Ojine","Uwe Felchle Project",2020-11-20,196000,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:23Z,"","FUNKY MOOSE RECORDS",0.774,0.709,0,-9.213,1,0.0535,0.0836,0.105,0.168,0.693,120.006,4
spotify:track:6PD5vzVuUKsUky6CCEAO32,"Sneakin'`54","Ojine","Uwe Felchle Project",2020-11-20,216263,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:23Z,"","FUNKY MOOSE RECORDS",0.757,0.686,11,-9.482,0,0.0468,0.0514,0.796,0.111,0.662,111.016,4
spotify:track:7u3OaqySV958gnQYjeLH8s,"..coming back..","Ojine","Uwe Felchle Project",2020-11-20,168456,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:23Z,"","FUNKY MOOSE RECORDS",0.757,0.853,0,-7.86,1,0.0464,0.00965,0.872,0.0539,0.967,115.51,4
spotify:track:7DuYUfyIxjafK0xUVugBJ5,"wish","Ojine","Uwe Felchle Project",2020-11-20,242160,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:23Z,"","FUNKY MOOSE RECORDS",0.765,0.766,0,-7.361,1,0.0351,0.00659,0.892,0.0588,0.621,111.977,4
spotify:track:3XA28j11hwui8SM0180n2Q,"hola!hey!!..","hola!hey!!..","Uwe Felchle Project",2020-11-19,171428,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:25Z,"","FUNKY MOOSE RECORDS",0.648,0.756,11,-10.025,1,0.037,0.00861,0.139,0.296,0.675,105.005,4
spotify:track:5UGL7Yztrrye0Q9hykH1gG,"Swim","Aeon","Uwe Felchle Project",2019-04-08,234285,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:27Z,"","FUNKY MOOSE RECORDS",0.376,0.364,2,-11.812,1,0.0396,0.0665,0.791,0.0962,0.0625,167.997,4
spotify:track:4RYoNg1yAD0eFocj4eIVBD,"Meadow in the Highlands","Aeon","Uwe Felchle Project",2019-04-08,267036,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:27Z,"","FUNKY MOOSE RECORDS",0.371,0.598,9,-10.412,0,0.0318,0.245,0.634,0.0929,0.432,80.998,1
spotify:track:558PHInR55Oual2ImcxPtt,"Darkcity","Aeon","Uwe Felchle Project",2019-04-08,213333,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:27Z,"","FUNKY MOOSE RECORDS",0.347,0.51,9,-13.369,0,0.0411,0.25,0.798,0.564,0.186,71.953,4
spotify:track:3yStKXDLtwQa4inLDmE2uR,"Ironclad","Aeon","Uwe Felchle Project",2019-04-08,436525,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:27Z,"","FUNKY MOOSE RECORDS",0.167,0.604,9,-11.668,0,0.0385,0.247,0.918,0.133,0.303,84.322,4
spotify:track:09ILzDMPNSvbg5uSnXHPnH,"Amore Si Muove","Aeon","Uwe Felchle Project",2019-04-08,215492,0,false,lhecfot2d0dk35zz819282qni,2026-03-26T17:15:27Z,"","FUNKY MOOSE RECORDS",0.531,0.18,9,-10.389,0,0.0271,0.524,0.712,0.0909,0.203,141.999,3
